央视,#genre#
CCTV5,http://gslbserv.itv.cmvideo.cn:80/1000000005000265005/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265005&livemode=1&stbId=
CCTV5,http://gslbserv.itv.cmvideo.cn:80/5000000010000016619/1.m3u8?channel-id=bestzb&Contentid=5000000010000016619&livemode=1&stbId=
CCTV5,http://gslbserv.itv.cmvideo.cn:80/1000000001000004794/1.m3u8?channel-id=ystenlive&Contentid=1000000001000004794&livemode=1&stbId=
CCTV5+,http://gslbserv.itv.cmvideo.cn:80/6000000001000015875/1.m3u8?channel-id=wasusyt&Contentid=6000000001000015875&livemode=1&stbId=
CCTV5+,http://gslbserv.itv.cmvideo.cn:80/5000000011000031127/1.m3u8?channel-id=bestzb&Contentid=5000000011000031127&livemode=1&stbId=
CCTV5+,http://gslbserv.itv.cmvideo.cn:80/1000000001000018504/1.m3u8?channel-id=ystenlive&Contentid=1000000001000018504&livemode=1&stbId=
CCTV5+,http://gslbserv.itv.cmvideo.cn:80/1000000005000265016/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265016&livemode=1&stbId=
CCTV5+,http://gslbserv.itv.cmvideo.cn:80/1000000001000020505/1.m3u8?channel-id=ystenlive&Contentid=1000000001000020505&livemode=1&stbId=
CCTV6,http://gslbserv.itv.cmvideo.cn:80/6000000001000004574/1.m3u8?channel-id=wasusyt&Contentid=6000000001000004574&livemode=1&stbId=
CCTV6,http://gslbserv.itv.cmvideo.cn:80/1000000001000001737/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001737&livemode=1&stbId=
CCTV6,http://gslbserv.itv.cmvideo.cn:80/5000000004000008886/1.m3u8?channel-id=bestzb&Contentid=5000000004000008886&livemode=1&stbId=
CCTV6,http://gslbserv.itv.cmvideo.cn:80/1000000005000265006/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265006&livemode=1&stbId=
CCTV6,http://gslbserv.itv.cmvideo.cn:80/5000000010000018433/1.m3u8?channel-id=bestzb&Contentid=5000000010000018433&livemode=1&stbId=
CCTV6,http://gslbserv.itv.cmvideo.cn:80/1000000001000016466/1.m3u8?channel-id=ystenlive&Contentid=1000000001000016466&livemode=1&stbId=
CCTV7,http://gslbserv.itv.cmvideo.cn:80/6000000001000009055/1.m3u8?channel-id=wasusyt&Contentid=6000000001000009055&livemode=1&stbId=
CCTV7,http://gslbserv.itv.cmvideo.cn:80/1000000001000024341/1.m3u8?channel-id=ystenlive&Contentid=1000000001000024341&livemode=1&stbId=
CCTV7,http://gslbserv.itv.cmvideo.cn:80/5000000011000031104/1.m3u8?channel-id=bestzb&Contentid=5000000011000031104&livemode=1&stbId=
CCTV7,http://gslbserv.itv.cmvideo.cn:80/1000000005000265007/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265007&livemode=1&stbId=
CCTV7,http://gslbserv.itv.cmvideo.cn:80/1000000001000017218/1.m3u8?channel-id=ystenlive&Contentid=1000000001000017218&livemode=1&stbId=
CCTV7,http://gslbserv.itv.cmvideo.cn:80/5000000005000026715/1.m3u8?channel-id=bestzb&Contentid=5000000005000026715&livemode=1&stbId=
CCTV8,http://gslbserv.itv.cmvideo.cn:80/6000000001000001070/1.m3u8?channel-id=wasusyt&Contentid=6000000001000001070&livemode=1&stbId=
CCTV8,http://gslbserv.itv.cmvideo.cn:80/5000000004000008888/1.m3u8?channel-id=bestzb&Contentid=5000000004000008888&livemode=1&stbId=
CCTV8,http://gslbserv.itv.cmvideo.cn:80/1000000001000031433/1.m3u8?channel-id=ystenlive&Contentid=1000000001000031433&livemode=1&stbId=
CCTV8,http://gslbserv.itv.cmvideo.cn:80/1000000005000265008/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265008&livemode=1&stbId=
CCTV8,http://gslbserv.itv.cmvideo.cn:80/5000000010000018377/1.m3u8?channel-id=bestzb&Contentid=5000000010000018377&livemode=1&stbId=
CCTV8,http://gslbserv.itv.cmvideo.cn:80/1000000001000003736/1.m3u8?channel-id=ystenlive&Contentid=1000000001000003736&livemode=1&stbId=
CCTV9,http://gslbserv.itv.cmvideo.cn:80/6000000001000032162/1.m3u8?channel-id=wasusyt&Contentid=6000000001000032162&livemode=1&stbId=
CCTV9,http://gslbserv.itv.cmvideo.cn:80/1000000001000014583/1.m3u8?channel-id=ystenlive&Contentid=1000000001000014583&livemode=1&stbId=
CCTV9,http://gslbserv.itv.cmvideo.cn:80/1000000005000265009/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265009&livemode=1&stbId=
CCTV9,http://gslbserv.itv.cmvideo.cn:80/5000000010000018384/1.m3u8?channel-id=bestzb&Contentid=5000000010000018384&livemode=1&stbId=
CCTV9,http://gslbserv.itv.cmvideo.cn:80/1000000001000028286/1.m3u8?channel-id=ystenlive&Contentid=1000000001000028286&livemode=1&stbId=
CCTV10,http://gslbserv.itv.cmvideo.cn:80/6000000001000031506/1.m3u8?channel-id=wasusyt&Contentid=6000000001000031506&livemode=1&stbId=
CCTV10,http://gslbserv.itv.cmvideo.cn:80/5000000004000012827/1.m3u8?channel-id=bestzb&Contentid=5000000004000012827&livemode=1&stbId=
CCTV10,http://gslbserv.itv.cmvideo.cn:80/1000000001000023734/1.m3u8?channel-id=ystenlive&Contentid=1000000001000023734&livemode=1&stbId=
CCTV10,http://gslbserv.itv.cmvideo.cn:80/1000000005000265010/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265010&livemode=1&stbId=
CCTV10,http://gslbserv.itv.cmvideo.cn:80/5000000010000016738/1.m3u8?channel-id=bestzb&Contentid=5000000010000016738&livemode=1&stbId=
CCTV10,http://gslbserv.itv.cmvideo.cn:80/1000000001000026367/1.m3u8?channel-id=ystenlive&Contentid=1000000001000026367&livemode=1&stbId=
CCTV11,http://gslbserv.itv.cmvideo.cn:80/5000000011000031106/1.m3u8?channel-id=bestzb&Contentid=5000000011000031106&livemode=1&stbId=
CCTV11,http://gslbserv.itv.cmvideo.cn:80/1000000005000265011/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265011&livemode=1&stbId=
CCTV11,http://gslbserv.itv.cmvideo.cn:80/5000000006000040011/1.m3u8?channel-id=bestzb&Contentid=5000000006000040011&livemode=1&stbId=
CCTV11,http://gslbserv.itv.cmvideo.cn:80/1000000002000019789/1.m3u8?channel-id=ystenlive&Contentid=1000000002000019789&livemode=1&stbId=
CCTV12,http://gslbserv.itv.cmvideo.cn:80/6000000001000022586/1.m3u8?channel-id=wasusyt&Contentid=6000000001000022586&livemode=1&stbId=
CCTV12,http://gslbserv.itv.cmvideo.cn:80/1000000001000032494/1.m3u8?channel-id=ystenlive&Contentid=1000000001000032494&livemode=1&stbId=
CCTV12,http://gslbserv.itv.cmvideo.cn:80/5000000011000031107/1.m3u8?channel-id=bestzb&Contentid=5000000011000031107&livemode=1&stbId=
CCTV12,http://gslbserv.itv.cmvideo.cn:80/1000000005000265012/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265012&livemode=1&stbId=
CCTV12,http://gslbserv.itv.cmvideo.cn:80/1000000001000001640/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001640&livemode=1&stbId=
CCTV12,http://gslbserv.itv.cmvideo.cn:80/5000000006000040012/1.m3u8?channel-id=bestzb&Contentid=5000000006000040012&livemode=1&stbId=
CCTV13,http://gslbserv.itv.cmvideo.cn:80/5000000011000031108/1.m3u8?channel-id=bestzb&Contentid=5000000011000031108&livemode=1&stbId=
CCTV13,http://gslbserv.itv.cmvideo.cn:80/5000000005000001827/1.m3u8?channel-id=bestzb&Contentid=5000000005000001827&livemode=1&stbId=
CCTV13,http://gslbserv.itv.cmvideo.cn:80/1000000002000021303/1.m3u8?channel-id=ystenlive&Contentid=1000000002000021303&livemode=1&stbId=
CCTV14,http://gslbserv.itv.cmvideo.cn:80/6000000001000013647/1.m3u8?channel-id=wasusyt&Contentid=6000000001000013647&livemode=1&stbId=
CCTV14,http://gslbserv.itv.cmvideo.cn:80/5000000004000006673/1.m3u8?channel-id=bestzb&Contentid=5000000004000006673&livemode=1&stbId=
CCTV14,http://gslbserv.itv.cmvideo.cn:80/1000000001000008170/1.m3u8?channel-id=ystenlive&Contentid=1000000001000008170&livemode=1&stbId=
CCTV14,http://gslbserv.itv.cmvideo.cn:80/1000000005000265013/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265013&livemode=1&stbId=
CCTV14,http://gslbserv.itv.cmvideo.cn:80/5000000010000023358/1.m3u8?channel-id=bestzb&Contentid=5000000010000023358&livemode=1&stbId=
CCTV14,http://gslbserv.itv.cmvideo.cn:80/1000000001000021349/1.m3u8?channel-id=ystenlive&Contentid=1000000001000021349&livemode=1&stbId=
CCTV15,http://gslbserv.itv.cmvideo.cn:80/5000000011000031109/1.m3u8?channel-id=bestzb&Contentid=5000000011000031109&livemode=1&stbId=
CCTV15,http://gslbserv.itv.cmvideo.cn:80/1000000005000265014/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265014&livemode=1&stbId=
CCTV15,http://gslbserv.itv.cmvideo.cn:80/1000000002000008163/1.m3u8?channel-id=ystenlive&Contentid=1000000002000008163&livemode=1&stbId=
CCTV16,http://gslbserv.itv.cmvideo.cn:80/5000000008000023253/1.m3u8?channel-id=bestzb&Contentid=5000000008000023253&livemode=1&stbId=
CCTV16,http://gslbserv.itv.cmvideo.cn:80/1000000006000233002/1.m3u8?channel-id=ystenlive&Contentid=1000000006000233002&livemode=1&stbId=
CCTV16,http://gslbserv.itv.cmvideo.cn:80/1000000006000233001/1.m3u8?channel-id=ystenlive&Contentid=1000000006000233001&livemode=1&stbId=
CCTV17,http://gslbserv.itv.cmvideo.cn:80/1000000006000268004/1.m3u8?channel-id=ystenlive&Contentid=1000000006000268004&livemode=1&stbId=
CCTV17,http://gslbserv.itv.cmvideo.cn:80/1000000005000265015/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265015&livemode=1&stbId=
CCTV17,http://gslbserv.itv.cmvideo.cn:80/1000000005000056836/1.m3u8?channel-id=ystenlive&Contentid=1000000005000056836&livemode=1&stbId=
CCTV1,http://tv.20191209.xyz:37377/migu/608807420.m3u8?migutoken=004b385f879c68b1898b3b528c53ce2cc69a05fc6ccef397d5ff725950f98cc37983a6c0565ab535a964de0b80663b3a394fd8a43c51d0547d2e232162525de45bdb07292d1fc1944aea97f0
CCTV2,http://tv.20191209.xyz:37377/migu/631780532.m3u8?migutoken=862217ff2cffee0a741039e700509cb8f9a8b1920fe6cee55afb89ef1551eba3ecc744e93cf8e52cd8b4bf1a27c7a074745b640058072bfa4ad145917cdeb959261218d7b78174684a74ae78
CCTV3,http://tv.20191209.xyz:37377/migu/624878271.m3u8?migutoken=6bf1444e1fd674ffdba5c57e719cecb87358abd9dfd0059ccfaceb24503ca14f393ec4b44fc2a4b2b5eded13d1f30a2052d85600414a1274345fcd95bd9848cf13bffeef1945f996928f0095
CCTV4,http://tv.20191209.xyz:37377/migu/631780421.m3u8?migutoken=40b6a739d50c9611ac1bd3d6237cc8012f7bd8bd06945da894d03e393a3af480e950d8dc5e1a28cc2b74626afd48a747c2298114358e3f95be67743f3627ea5c2b12422eb6f434b52d57ce8c
CCTV5,http://tv.20191209.xyz:37377/migu/641886683.m3u8?migutoken=81d12cec2983a402e950068a320720875c9b84d86ead50b7ee5cc3d407f55f3d85a8e298762710bc211027e047162ea27025e20dda4ac4921a6c1d8b950dbe297e15174889d5122c0e3462d0
CCTV-5+,http://tv.20191209.xyz:37377/migu/641886773.m3u8?migutoken=dfc218ce4c1ff00475c0aef03e0b883bf8a277b36671d5ca1eb7cc5f7ce7919d01ee050351170891d6e103aa7adea25827c13c901ccf6cdf4a8a370e7fd90c8b198dcb1e8814bbf2ed4fb0c8
CCTV6,http://tv.20191209.xyz:37377/migu/624878396.m3u8?migutoken=14b6f481c50ac947cd74bf4b212c490bc99f4bebefd4ce18011c9eb269208a0ce9740af370135e855763df734bac8f57f36721ae54b6afc81829420e84f46c65a2de80938b057c6ec23459eb
CCTV7,http://tv.20191209.xyz:37377/migu/673168121.m3u8?migutoken=76fbb50f9a12de455452a0b92fde921c6a9a596f2e4035246492270152653570a478746ff105876f101081cb38974e61faa26aebb018bef93a4d7b8a840fa3beb2b478fdb581d84460caa867
CCTV8,http://tv.20191209.xyz:37377/migu/624878356.m3u8?migutoken=9d347588ab808559db972d3c94b0d970ec130153e4a6dde98c4466f1d3f85f58de23d16994f2f0ed903aa6727a7282cb17103e67b69c8e3f31d253bb78039a4df119e2cfeba6916d123a8003
CCTV9,http://tv.20191209.xyz:37 377/migu/673168140.m3u8?migutoken=f031388105c748c586faaad9c60beb6810562043675d6edc5e20d12b433d4ca6cb365c3f3ae060a000a9d0dfcfe0e27fef16bfe073d28cb40758aaa79ab380a9015815cfe9bfc4e6413e284a
CCTV10,http://tv.20191209.xyz:37377/migu/624878405.m3u8?migutoken=06cf776d6a6cbe5cb707174dfad937c2164030bf7ce5f589493870891966f9cdaa5f56bad6e7874d683d5b1e3d9a6e59d0f7c78276d5ec47d979ae42b67833e261a2dda0118f3edcabd6a85b
CCTV11,http://tv.20191209.xyz:37377/migu/667987558.m3u8?migutoken=d3962834d5d359e6f7f25a8880b73dac381a999ef87ba6b7f0f985bb5308a73061bbf5a9abdf873debb3b83b31eb7eff72f410c853c86f404b3f3ef269aeb631982e338f1400adcaf902fff7
CCTV12,http://tv.20191209.xyz:37377/migu/673168185.m3u8?migutoken=3d92babc7a67aec41de5c1dc227d2bd8fd9aa5b6b3edb965f88dd9646adaa606101488515fe666e97721c2225a097e6a0f713f1e60f7427247164488ed52f9ec583d71d650f5382f878e71aa
CCTV13,http://tv.20191209.xyz:37377/migu/608807423.m3u8?migutoken=948b8b51df7e776bcf238bb9088879a2b71a25a424b0d80d5e71375315cda109c5aab5c79693c4324d45ad012e70208234f659abbe606a595a03d29e06ce931ed56f129fbc95a505ab84f72c
CCTV14,http://tv.20191209.xyz:37377/migu/624878440.m3u8?migutoken=d84c14c00275d7fa951be2b0a959b0c1af15c62e7f86732fa2306e3a92f447f5b841e0cc26645dc89e70e970812e2c07c2fe24ae5c02b854544ed8c99d6c6d668a402d58cf351e77b5311afd
CCTV15,http://tv.20191209.xyz:37377/migu/673168223.m3u8?migutoken=91bfd27ec54e6b68df329e3a36e211ea78e34558edc20ae3d76e0cbf89e6012d4e33c760dd200a4a41b2587c50dee210ca66da4ff8be48c4a97a2c7ab22d824ea440cc9c06961aa846be65a0
CCTV17,http://tv.20191209.xyz:37377/migu/673168256.m3u8?migutoken=eb3fbda758006d66837b5b6ef1b7ab6847a99f05f6b3303861d81e6e1335349499a40c8479d9a801327519db10547f9870398da6796159db51812e236c1b6c07d2c0f7e5bc32101c9cc222dc
CCTV1,http://z.b.bkpcp.top/m.php?id=cctv1
CCTV2,http://z.b.bkpcp.top/m.php?id=cctv2
CCTV3,http://z.b.bkpcp.top/m.php?id=cctv3
CCTV4,http://z.b.bkpcp.top/m.php?id=cctv4
CCTV5,http://z.b.bkpcp.top/m.php?id=cctv5
CCTV5+,http://z.b.bkpcp.top/m.php?id=cctv5p
CCTV6,http://z.b.bkpcp.top/m.php?id=cctv6
CCTV7,http://z.b.bkpcp.top/m.php?id=cctv7
CCTV8,http://z.b.bkpcp.top/m.php?id=cctv8
CCTV9,http://z.b.bkpcp.top/m.php?id=cctv9
CCTV10,http://z.b.bkpcp.top/m.php?id=cctv10
CCTV11,http://z.b.bkpcp.top/m.php?id=cctv11
CCTV12,http://z.b.bkpcp.top/m.php?id=cctv12
CCTV13,http://z.b.bkpcp.top/m.php?id=cctv13
CCTV14,http://z.b.bkpcp.top/m.php?id=cctv14
CCTV15,http://z.b.bkpcp.top/m.php?id=cctv15
CCTV17,http://z.b.bkpcp.top/m.php?id=cctv17
CCTV1,https://life.125012.xyz/PLTV/by2024/250210/CCTV1/index.m3u8
CCTV2,https://life.125012.xyz/PLTV/by2024/250210/CCTV2/index.m3u8
CCTV3,https://life.125012.xyz/PLTV/by2024/250210/CCTV3/index.m3u8
CCTV4,https://life.125012.xyz/PLTV/by2024/250210/CCTV4/index.m3u8
CCTV5,https://life.125012.xyz/PLTV/by2024/250210/CCTV5/index.m3u8
CCTV5+,https://life.125012.xyz/PLTV/by2024/250210/CCTV5p/index.m3u8
CCTV6,https://life.125012.xyz/PLTV/by2024/250210/CCTV6/index.m3u8
CCTV7,https://life.125012.xyz/PLTV/by2024/250210/CCTV7/index.m3u8
CCTV8,https://life.125012.xyz/PLTV/by2024/250210/CCTV8/index.m3u8
CCTV9,https://life.125012.xyz/PLTV/by2024/250210/CCTV9/index.m3u8
CCTV10,https://life.125012.xyz/PLTV/by2024/250210/CCTV10/index.m3u8
CCTV11,https://life.125012.xyz/PLTV/by2024/250210/CCTV11/index.m3u8
CCTV12,https://life.125012.xyz/PLTV/by2024/250210/CCTV12/index.m3u8
CCTV13,https://life.125012.xyz/PLTV/by2024/250210/CCTV13/index.m3u8
CCTV14,https://life.125012.xyz/PLTV/by2024/250210/CCTV14/index.m3u8
CCTV15,https://life.125012.xyz/PLTV/by2024/250210/CCTV15/index.m3u8
CCTV16,https://life.125012.xyz/PLTV/by2024/250210/CCTV16/index.m3u8
CCTV17,https://life.125012.xyz/PLTV/by2024/250210/CCTV17/index.m3u8
CCTV1,http://live.z529.com/gitv.php?id=CCTV1HD
CCTV2,http://live.z529.com/gitv.php?id=CCTV2HD
CCTV3,http://live.z529.com/gitv.php?id=CCTV3_HD
CCTV4,http://live.z529.com/gitv.php?id=CCTV4HD
CCTV5+,http://live.z529.com/gitv.php?id=CCTV5+HD
CCTV5,http://live.z529.com/gitv.php?id=CCTV5_HD
CCTV6,http://live.z529.com/gitv.php?id=CCTV6_HD
CCTV8,http://live.z529.com/gitv.php?id=CCTV8_HD
CCTV9,http://live.z529.com/gitv.php?id=CCTV9HD 
CCTV10,http://live.z529.com/gitv.php?id=CCTV10HD
CCTV11,http://live.z529.com/gitv.php?id=CCTV11HD
CCTV12,http://live.z529.com/gitv.php?id=CCTV12HD
CCTV13,http://live.z529.com/gitv.php?id=CCTV13HD
CCTV14,http://live.z529.com/gitv.php?id=CCTV14HD
CCTV15,http://live.z529.com/gitv.php?id=CCTV15
CCTV16,http://live.z529.com/gitv.php?id=CCTV16HD
CCTV1,http://14.19.202.59:5555/TVOD/1000000005000265001/ystenlive/index.m3u8
CCTV1,http://175.178.1.108:6000/TVOD/1000000005000265001/ystenlive/index.m3u8
CCTV2,http://14.19.202.59:5555/TVOD/1000000001000023315/ystenlive/index.m3u8
CCTV2,http://175.178.1.108:6000/TVOD/1000000001000023315/ystenlive/index.m3u8
CCTV3,http://14.19.202.59:5555/TVOD/1000000005000265003/ystenlive/index.m3u8
CCTV3,http://175.178.1.108:6000/TVOD/1000000005000265003/ystenlive/index.m3u8
CCTV4,http://14.19.202.59:5555/TVOD/1000000005000265004/ystenlive/index.m3u8
CCTV4,http://175.178.1.108:6000/TVOD/1000000005000265004/ystenlive/index.m3u8
CCTV5,http://14.19.202.59:5555/TVOD/1000000005000265005/ystenlive/index.m3u8
CCTV5,http://175.178.1.108:6000/TVOD/1000000005000265005/ystenlive/index.m3u8
CCTV5+,http://14.19.202.59:5555/TVOD/1000000005000265016/ystenlive/index.m3u8
CCTV5+,http://175.178.1.108:6000/TVOD/1000000005000265016/ystenlive/index.m3u8
CCTV6,http://14.19.202.59:5555/TVOD/1000000005000265006/ystenlive/index.m3u8
CCTV6,http://175.178.1.108:6000/TVOD/1000000005000265006/ystenlive/index.m3u8
CCTV7,http://14.19.202.59:5555/TVOD/1000000005000265007/ystenlive/index.m3u8
CCTV7,http://175.178.1.108:6000/TVOD/1000000005000265007/ystenlive/index.m3u8
CCTV8,http://14.19.202.59:5555/TVOD/1000000005000265008/ystenlive/index.m3u8
CCTV8,http://175.178.1.108:6000/TVOD/1000000005000265008/ystenlive/index.m3u8
CCTV9,http://14.19.202.59:5555/TVOD/1000000005000265009/ystenlive/index.m3u8
CCTV9,http://175.178.1.108:6000/TVOD/1000000005000265009/ystenlive/index.m3u8
CCTV10,http://14.19.202.59:5555/TVOD/1000000005000265010/ystenlive/index.m3u8
CCTV10,http://175.178.1.108:6000/TVOD/1000000005000265010/ystenlive/index.m3u8
CCTV11,http://14.19.202.59:5555/TVOD/1000000005000265011/ystenlive/index.m3u8
CCTV11,http://175.178.1.108:6000/TVOD/1000000005000265011/ystenlive/index.m3u8
CCTV12,http://14.19.202.59:5555/TVOD/1000000005000265012/ystenlive/index.m3u8
CCTV12,http://175.178.1.108:6000/TVOD/1000000005000265012/ystenlive/index.m3u8
CCTV13,http://14.19.202.59:5555/TVOD/5000000011000031108/bestzb/index.m3u8
CCTV13,http://175.178.1.108:6000/TVOD/5000000011000031108/bestzb/index.m3u8
CCTV14,http://14.19.202.59:5555/TVOD/1000000005000265013/ystenlive/index.m3u8
CCTV14,http://175.178.1.108:6000/TVOD/1000000005000265013/ystenlive/index.m3u8
CCTV15,http://14.19.202.59:5555/TVOD/1000000005000265014/ystenlive/index.m3u8
CCTV15,http://175.178.1.108:6000/TVOD/1000000005000265014/ystenlive/index.m3u8
CCTV16,http://14.19.202.59:5555/TVOD/1000000006000233002/ystenlive/index.m3u8
CCTV16,http://175.178.1.108:6000/TVOD/1000000006000233002/ystenlive/index.m3u8
CCTV17,http://14.19.202.59:5555/TVOD/1000000005000265015/ystenlive/index.m3u8
CCTV17,http://175.178.1.108:6000/TVOD/1000000005000265015/ystenlive/index.m3u8
CCTV1,http://47.115.141.25:8000/ysptp/cctv1
CCTV1,http://27.17.253.226:8050/ysptp/cctv1
CCTV1,http://183.26.168.55:8030/ysptp/cctv1
CCTV1,http://125.71.130.210:8030/ysptp/cctv1
CCTV2,http://47.115.141.25:8000/ysptp/cctv2
CCTV2,http://27.17.253.226:8050/ysptp/cctv2
CCTV2,http://125.71.130.210:8030/ysptp/cctv2
CCTV2,http://183.26.168.55:8030/ysptp/cctv2
CCTV3,http://47.115.141.25:8000/ysptp/cctv3
CCTV3,http://27.17.253.226:8050/ysptp/cctv3
CCTV3,http://125.71.130.210:8030/ysptp/cctv3
CCTV3,http://183.26.168.55:8030/ysptp/cctv3
CCTV4,http://47.115.141.25:8000/ysptp/cctv4
CCTV4,http://27.17.253.226:8050/ysptp/cctv4
CCTV4,http://125.71.130.210:8030/ysptp/cctv4
CCTV4,http://183.26.168.55:8030/ysptp/cctv4
CCTV5,http://47.115.141.25:8000/ysptp/cctv5
CCTV5,http://27.17.253.226:8050/ysptp/cctv5
CCTV5,http://125.71.130.210:8030/ysptp/cctv5
CCTV5,http://183.26.168.55:8030/ysptp/cctv5
CCTV5+,http://47.115.141.25:8000/ysptp/cctv5p
CCTV5+,http://27.17.253.226:8050/ysptp/cctv5p
CCTV5+,http://125.71.130.210:8030/ysptp/cctv5p
CCTV5+,http://183.26.168.55:8030/ysptp/cctv5p
CCTV6,http://47.115.141.25:8000/ysptp/cctv6
CCTV6,http://27.17.253.226:8050/ysptp/cctv6
CCTV6,http://125.71.130.210:8030/ysptp/cctv6
CCTV6,http://183.26.168.55:8030/ysptp/cctv6
CCTV7,http://47.115.141.25:8000/ysptp/cctv7
CCTV7,http://27.17.253.226:8050/ysptp/cctv7
CCTV7,http://125.71.130.210:8030/ysptp/cctv7
CCTV7,http://183.26.168.55:8030/ysptp/cctv7
CCTV8,http://47.115.141.25:8000/ysptp/cctv8
CCTV8,http://27.17.253.226:8050/ysptp/cctv8
CCTV8,http://125.71.130.210:8030/ysptp/cctv8
CCTV8,http://183.26.168.55:8030/ysptp/cctv8
CCTV9,http://47.115.141.25:8000/ysptp/cctv9
CCTV9,http://27.17.253.226:8050/ysptp/cctv9
CCTV9,http://125.71.130.210:8030/ysptp/cctv9
CCTV9,http://183.26.168.55:8030/ysptp/cctv9
CCTV10,http://47.115.141.25:8000/ysptp/cctv10
CCTV10,http://27.17.253.226:8050/ysptp/cctv10
